ProductId,TotalQuantity,Quantity,CreatedDate,CustomerId
2,18,364.80,2023-02-09 08:48:41.000,22
184,14,255.80,2023-02-09 15:36:57.000,22
5,16,289.60,2023-02-09 08:49:24.000,82
5,16,281.20,2023-02-09 08:49:26.000,82
5,16,290.40,2023-02-09 08:49:32.000,82
5,16,292.20,2023-02-09 08:49:34.000,82
5,32,620.40,2023-02-09 08:49:39.000,82
282,32,590.40,2023-02-09 11:47:46.000,110
282,32,589.40,2023-02-09 11:47:52.000,110
282,28,450.90,2023-02-09 11:49:19.000,110
282,28,474.40,2023-02-09 11:49:51.000,110
8,18,350.80,2023-02-09 11:53:18.000,21
8,18,352.70,2023-02-09 11:53:20.000,21
8,18,349.80,2023-02-09 11:53:23.000,21
8,18,352.10,2023-02-09 11:53:25.000,21
8,18,348.00,2023-02-09 11:53:27.000,21
8,18,353.40,2023-02-09 11:53:29.000,21
164,32,616.90,2023-02-09 11:59:30.000,150
164,16,310.20,2023-02-09 11:59:34.000,150
5,16,338.00,2023-02-09 12:02:53.000,1
5,14,269.60,2023-02-09 12:03:53.000,4
5,14,269.40,2023-02-09 12:03:59.000,4
5,14,273.20,2023-02-09 13:09:30.000,4
2,15,312.10,2023-02-09 13:54:33.000,2
26,32,694.60,2023-02-10 08:36:20.000,9
25,32,655.30,2023-02-10 08:36:57.000,9
25,32,659.10,2023-02-10 08:37:01.000,9
45,16,347.80,2023-02-10 08:37:05.000,9
45,16,337.40,2023-02-10 08:37:09.000,9
45,14,290.20,2023-02-10 08:37:17.000,9
45,16,340.80,2023-02-10 08:37:22.000,9
45,16,337.00,2023-02-10 08:37:27.000,9
164,15,287.30,2023-02-10 08:38:54.000,150
164,16,308.50,2023-02-10 08:38:57.000,150
8,18,350.00,2023-02-10 08:40:43.000,15
8,18,346.70,2023-02-10 08:40:45.000,15
8,18,353.30,2023-02-10 08:40:47.000,15
22,36,694.50,2023-02-10 08:40:49.000,15
6,20,427.10,2023-02-10 08:42:09.000,2
6,20,429.10,2023-02-10 08:42:14.000,2
5,14,271.20,2023-02-10 08:43:28.000,4
14,32,673.80,2023-02-10 08:49:17.000,4
14,16,346.60,2023-02-10 08:49:19.000,4
14,32,656.70,2023-02-10 08:49:21.000,4
14,16,336.00,2023-02-10 08:49:24.000,4
164,15,286.80,2023-02-10 08:47:14.000,14
164,30,580.00,2023-02-10 08:47:16.000,14
164,15,287.80,2023-02-10 08:47:17.000,14
5,16,297.20,2023-02-10 11:21:27.000,1
8,18,373.00,2023-02-10 11:22:16.000,153
164,30,616.70,2023-02-10 11:23:00.000,10
164,30,616.60,2023-02-10 11:23:08.000,10
164,15,307.40,2023-02-10 11:23:13.000,10
164,15,306.40,2023-02-10 11:23:16.000,10
164,15,307.60,2023-02-10 11:23:19.000,10
164,15,310.30,2023-02-10 11:23:23.000,10
28,16,340.60,2023-02-10 11:24:53.000,25
28,15,317.30,2023-02-10 11:25:00.000,25
11,18,362.70,2023-02-10 11:25:05.000,25
11,18,371.80,2023-02-10 12:49:08.000,25
8,18,349.10,2023-02-10 12:48:01.000,22
184,14,255.10,2023-02-10 12:48:04.000,22
21,32,630.60,2023-02-10 13:30:17.000,170
5,14,301.00,2023-02-11 08:23:56.000,1
45,30,634.20,2023-02-11 08:24:42.000,159
45,31,664.20,2023-02-11 08:24:44.000,159
8,36,695.40,2023-02-11 08:25:17.000,15
165,14,266.20,2023-02-11 08:25:56.000,170
9,16,360.70,2023-02-11 08:26:18.000,170
21,31,602.10,2023-02-11 08:29:47.000,170
21,32,627.70,2023-02-11 08:29:51.000,170
21,15,295.40,2023-02-11 08:30:01.000,170
45,16,349.60,2023-02-11 08:27:23.000,9
8,18,349.40,2023-02-11 08:27:56.000,21
164,16,306.20,2023-02-11 08:28:33.000,150
200,32,626.70,2023-02-11 08:34:53.000,22
200,32,632.90,2023-02-11 08:34:58.000,22
200,16,323.80,2023-02-11 08:35:02.000,22
200,16,310.60,2023-02-11 08:35:05.000,22
8,18,348.20,2023-02-11 08:35:08.000,22
8,18,349.20,2023-02-11 08:35:10.000,22
8,18,352.30,2023-02-11 08:35:13.000,22
8,18,347.30,2023-02-11 08:35:16.000,22
2,15,314.30,2023-02-11 08:37:39.000,2
45,16,331.50,2023-02-11 08:37:44.000,2
45,32,649.60,2023-02-11 08:37:50.000,2
6,20,439.30,2023-02-11 08:41:37.000,2
165,14,270.00,2023-02-11 08:43:59.000,64
14,14,298.60,2023-02-11 14:43:49.000,167
14,14,288.50,2023-02-11 14:43:53.000,167
5,14,286.10,2023-02-11 14:44:29.000,167
164,14,287.90,2023-02-11 14:44:50.000,167
16,14,295.60,2023-02-11 14:44:59.000,167
16,14,274.70,2023-02-11 14:45:04.000,167
16,14,276.10,2023-02-11 14:45:07.000,167
16,14,276.00,2023-02-11 14:45:10.000,167
282,26,473.50,2023-02-11 09:54:34.000,110
282,32,593.60,2023-02-11 09:54:43.000,110
282,28,474.20,2023-02-11 09:54:57.000,110
282,28,455.70,2023-02-11 09:55:07.000,110
26,21,402.90,2023-02-11 10:22:27.000,145
26,34,649.00,2023-02-11 10:22:31.000,145
26,32,608.40,2023-02-11 10:22:34.000,145
6,36,745.80,2023-02-11 11:24:27.000,82
6,18,366.00,2023-02-11 11:24:34.000,82
5,16,280.30,2023-02-11 11:24:36.000,82
5,16,283.10,2023-02-11 11:24:38.000,82
8,18,350.00,2023-02-11 11:26:42.000,21
3,15,295.40,2023-02-11 11:33:06.000,21
8,36,724.30,2023-02-11 13:00:36.000,21
164,30,613.20,2023-02-11 12:58:37.000,1
164,31,632.90,2023-02-11 12:58:41.000,1
184,28,492.80,2023-02-11 15:12:54.000,110
184,28,498.10,2023-02-11 15:13:04.000,110
45,16,326.10,2023-02-12 08:31:55.000,2
45,16,325.80,2023-02-12 08:31:59.000,2
6,20,424.90,2023-02-12 08:32:11.000,2
6,20,422.50,2023-02-12 08:32:17.000,2
164,30,582.40,2023-02-12 08:40:00.000,14
164,30,575.10,2023-02-12 08:40:03.000,14
45,16,354.50,2023-02-12 08:43:54.000,9
45,16,338.80,2023-02-12 08:44:03.000,9
45,16,339.70,2023-02-12 08:44:22.000,9
13,16,314.80,2023-02-12 08:45:53.000,170
13,16,315.60,2023-02-12 08:45:57.000,170
13,8,158.50,2023-02-12 08:50:45.000,170
5,16,281.40,2023-02-12 08:52:21.000,82
5,16,290.10,2023-02-12 08:52:26.000,82
5,30,449.90,2023-02-12 09:12:39.000,1
5,16,326.10,2023-02-12 09:12:50.000,1
164,16,333.40,2023-02-12 09:12:59.000,1
164,34,718.10,2023-02-12 09:13:05.000,1
2,30,648.50,2023-02-12 11:52:17.000,2
2,30,647.80,2023-02-12 11:52:24.000,2
45,16,335.70,2023-02-13 08:25:21.000,9
36,2,41.80,2023-02-13 08:26:46.000,9
5,36,535.10,2023-02-13 08:28:56.000,76
5,16,281.30,2023-02-13 08:32:51.000,82
5,14,268.10,2023-02-13 08:33:26.000,4
5,30,526.90,2023-02-13 08:33:55.000,1
8,18,346.20,2023-02-13 08:39:47.000,22
8,18,348.50,2023-02-13 08:39:51.000,22
8,18,347.70,2023-02-13 08:40:19.000,22
184,12,223.50,2023-02-13 08:41:18.000,22
184,2,35.60,2023-02-13 08:41:39.000,22
184,14,266.80,2023-02-13 08:41:46.000,22
184,14,254.60,2023-02-13 08:41:51.000,22
200,16,310.70,2023-02-13 08:42:01.000,22
12,18,395.00,2023-02-13 08:50:58.000,22
165,16,315.90,2023-02-13 08:43:47.000,27
31,15,300.60,2023-02-13 08:43:48.000,27
31,30,599.70,2023-02-13 08:43:50.000,27
31,30,601.30,2023-02-13 08:43:51.000,27
164,14,271.90,2023-02-13 08:44:36.000,31
164,14,273.10,2023-02-13 08:44:38.000,31
165,14,273.80,2023-02-13 08:44:57.000,31
165,30,581.90,2023-02-13 08:44:59.000,31
28,18,389.20,2023-02-13 08:45:34.000,25
11,18,371.60,2023-02-13 08:45:41.000,25
11,18,372.60,2023-02-13 08:45:44.000,25
16,14,273.10,2023-02-13 11:05:32.000,167
16,28,553.60,2023-02-13 11:05:35.000,167
16,28,548.00,2023-02-13 11:05:38.000,167
16,14,271.50,2023-02-13 11:05:40.000,167
5,14,289.80,2023-02-13 11:05:43.000,167
36,10,217.40,2023-02-13 12:27:38.000,2
255,30,596.90,2023-02-13 12:28:21.000,64
245,10,189.60,2023-02-14 08:09:14.000,145
5,14,270.60,2023-02-14 08:11:15.000,4
10,10,197.00,2023-02-14 08:11:45.000,25
11,36,728.60,2023-02-14 08:11:50.000,25
5,16,281.40,2023-02-14 08:12:35.000,82
5,16,280.60,2023-02-14 08:12:42.000,82
45,16,338.80,2023-02-14 08:13:40.000,9
45,16,347.50,2023-02-14 08:13:45.000,9
45,16,351.00,2023-02-14 08:13:51.000,9
281,16,333.30,2023-02-14 08:13:56.000,9
5,16,301.90,2023-02-14 08:16:12.000,1
5,34,638.80,2023-02-14 08:16:15.000,1
5,16,331.90,2023-02-14 08:16:19.000,1
45,34,700.00,2023-02-14 08:17:46.000,2
45,34,701.50,2023-02-14 08:17:53.000,2
45,32,658.50,2023-02-14 08:17:57.000,2
36,5,110.60,2023-02-14 08:18:13.000,2
45,20,411.10,2023-02-14 11:07:56.000,2
45,16,326.00,2023-02-14 11:08:06.000,2
45,16,325.50,2023-02-14 11:19:32.000,2
8,18,351.40,2023-02-14 11:21:35.000,22
200,16,313.70,2023-02-14 11:21:41.000,22
200,16,312.20,2023-02-14 11:21:44.000,22
200,16,310.70,2023-02-14 11:21:46.000,22
12,23,463.80,2023-02-14 11:21:49.000,22
6,40,855.10,2023-02-14 11:23:04.000,2
8,18,352.60,2023-02-14 12:18:17.000,21
188,12,214.50,2023-02-14 13:29:12.000,128
229,11,203.70,2023-02-14 13:10:48.000,141
229,28,517.00,2023-02-14 13:11:42.000,141
183,32,588.90,2023-02-15 08:44:53.000,1
5,32,533.30,2023-02-15 08:44:55.000,1
5,32,531.20,2023-02-15 08:44:58.000,1
8,18,374.80,2023-02-15 08:45:40.000,153
8,18,376.40,2023-02-15 08:45:42.000,153
200,16,313.60,2023-02-15 08:49:00.000,22
200,16,313.60,2023-02-15 08:49:04.000,22
184,14,264.50,2023-02-15 08:51:47.000,22
184,14,261.20,2023-02-15 08:51:50.000,22
2,40,842.00,2023-02-15 08:46:59.000,15
8,36,692.60,2023-02-15 08:47:30.000,21
170,15,316.00,2023-02-15 08:52:40.000,25
170,15,315.20,2023-02-15 08:52:42.000,25
11,18,372.30,2023-02-15 08:52:45.000,25
11,16,331.40,2023-02-15 08:52:48.000,25
45,16,328.50,2023-02-15 08:54:30.000,2
45,32,654.90,2023-02-15 08:54:37.000,2
45,32,656.30,2023-02-15 08:54:41.000,2
45,16,327.30,2023-02-15 08:54:50.000,2
45,16,324.50,2023-02-15 08:54:54.000,2
45,32,666.40,2023-02-15 08:55:07.000,2
8,18,356.30,2023-02-15 11:03:53.000,21
8,36,726.40,2023-02-15 12:08:59.000,21
45,16,340.20,2023-02-15 11:06:59.000,9
164,16,309.10,2023-02-15 13:31:27.000,150
26,32,701.40,2023-02-15 13:31:02.000,9
255,30,597.50,2023-02-15 13:32:03.000,64
9,7,154.20,2023-02-15 13:39:12.000,170
11,15,303.10,2023-02-15 13:40:44.000,16
25,15,316.80,2023-02-15 13:40:46.000,16
25,15,313.00,2023-02-15 13:40:48.000,16
6,20,437.50,2023-02-15 13:52:16.000,2
45,32,663.50,2023-02-15 13:52:26.000,2
45,32,661.50,2023-02-15 13:52:30.000,2
6,40,846.60,2023-02-15 13:53:01.000,2
12,18,395.20,2023-02-15 15:06:09.000,22
12,25,549.60,2023-02-15 15:18:57.000,22
39,15,304.70,2023-02-16 07:42:13.000,2
27,36,698.30,2023-02-16 08:29:50.000,18
5,40,493.10,2023-02-16 08:29:52.000,18
5,15,306.70,2023-02-16 08:29:54.000,18
5,17,294.80,2023-02-16 08:30:23.000,82
5,32,622.60,2023-02-16 08:30:25.000,82
5,32,621.80,2023-02-16 08:30:27.000,82
6,18,365.40,2023-02-16 08:30:29.000,82
11,18,374.90,2023-02-16 08:31:11.000,25
11,18,361.90,2023-02-16 08:31:13.000,25
11,18,372.50,2023-02-16 08:31:15.000,25
11,18,369.20,2023-02-16 08:31:59.000,25
8,36,695.60,2023-02-16 08:35:22.000,21
8,36,721.70,2023-02-16 08:35:28.000,21
165,14,267.90,2023-02-16 08:36:06.000,170
9,25,561.00,2023-02-16 08:36:11.000,170
250,1,19.40,2023-02-16 09:41:18.000,145
250,1,20.60,2023-02-16 09:43:06.000,145
8,36,705.70,2023-02-16 10:02:44.000,15
8,18,352.00,2023-02-16 10:02:46.000,15
8,18,352.90,2023-02-16 10:03:29.000,21
8,18,353.60,2023-02-16 10:03:36.000,21
8,18,351.50,2023-02-16 10:04:00.000,21
8,18,350.80,2023-02-16 10:04:10.000,21
8,18,347.80,2023-02-16 10:04:29.000,21
8,18,350.30,2023-02-16 10:05:44.000,21
8,18,351.30,2023-02-16 13:59:16.000,21
184,14,259.90,2023-02-16 11:29:47.000,22
23,14,284.80,2023-02-16 11:29:50.000,22
8,18,351.60,2023-02-16 11:29:53.000,22
8,36,715.40,2023-02-16 11:29:57.000,22
16,14,281.90,2023-02-16 12:08:31.000,167
14,28,595.60,2023-02-16 12:08:36.000,167
164,14,291.60,2023-02-16 12:08:39.000,167
165,14,277.60,2023-02-16 12:09:00.000,167
290,12,271.70,2023-02-16 12:34:55.000,9
45,32,689.00,2023-02-16 12:35:00.000,9
45,32,683.70,2023-02-16 12:35:48.000,9
45,32,702.80,2023-02-16 12:36:08.000,9
164,16,307.90,2023-02-16 12:36:50.000,150
8,18,358.90,2023-02-16 12:37:29.000,21
164,16,303.80,2023-02-16 13:00:46.000,110
164,30,616.50,2023-02-17 08:01:49.000,1
164,30,613.20,2023-02-17 08:01:52.000,1
5,16,324.10,2023-02-17 08:01:55.000,1
5,16,297.90,2023-02-17 08:01:58.000,1
5,34,632.20,2023-02-17 08:02:01.000,1
45,32,663.00,2023-02-17 08:09:55.000,2
45,32,666.70,2023-02-17 08:10:00.000,2
2,20,439.70,2023-02-17 08:10:40.000,15
2,20,420.00,2023-02-17 08:10:44.000,15
22,18,350.70,2023-02-17 08:10:53.000,15
22,18,355.00,2023-02-17 08:10:57.000,15
8,18,354.80,2023-02-17 08:11:01.000,15
12,24,522.20,2023-02-17 08:36:48.000,22
6,14,298.70,2023-02-17 08:37:25.000,25
25,15,293.90,2023-02-17 12:35:18.000,20
25,15,293.20,2023-02-17 12:35:23.000,20
25,15,295.00,2023-02-17 12:35:31.000,20
45,16,353.80,2023-02-17 12:37:15.000,9
45,16,342.70,2023-02-17 12:37:21.000,9
32,14,283.80,2023-02-17 12:38:40.000,110
166,30,613.20,2023-02-17 12:38:49.000,110
38,7,160.00,2023-02-17 12:44:29.000,9
193,12,257.00,2023-02-17 12:48:29.000,33
193,28,593.00,2023-02-17 12:48:31.000,33
12,13,285.20,2023-02-17 12:49:25.000,22
12,25,551.00,2023-02-17 12:49:28.000,22
12,35,772.00,2023-02-17 12:49:36.000,22
250,1,17.70,2023-02-17 14:37:07.000,145
165,13,247.90,2023-02-17 14:43:57.000,64
5,30,446.70,2023-02-18 08:12:20.000,1
5,16,301.90,2023-02-18 08:12:22.000,1
8,18,376.20,2023-02-18 08:16:13.000,153
8,36,773.10,2023-02-18 08:16:16.000,153
8,18,372.20,2023-02-18 08:16:18.000,153
35,28,607.00,2023-02-18 08:17:43.000,2
45,40,821.00,2023-02-18 08:17:54.000,2
45,15,309.10,2023-02-18 08:18:24.000,2
45,16,321.80,2023-02-18 08:18:33.000,2
4,27,559.50,2023-02-18 08:18:43.000,2
23,32,627.80,2023-02-18 08:23:48.000,64
45,16,339.80,2023-02-18 08:25:26.000,9
45,16,339.10,2023-02-18 08:25:31.000,9
12,32,723.40,2023-02-18 08:26:09.000,9
8,36,726.50,2023-02-18 08:27:08.000,21
8,36,703.00,2023-02-18 09:11:35.000,21
8,18,356.00,2023-02-18 10:11:32.000,21
8,18,353.90,2023-02-18 10:11:35.000,21
8,18,351.50,2023-02-18 10:11:39.000,21
8,18,353.30,2023-02-18 10:11:41.000,21
8,18,355.00,2023-02-18 10:11:45.000,21
8,18,352.20,2023-02-18 10:11:47.000,21
8,18,355.60,2023-02-18 10:11:50.000,21
27,15,293.60,2023-02-18 12:56:16.000,89
27,33,651.70,2023-02-18 12:56:53.000,89
45,32,684.90,2023-02-18 12:57:19.000,9
2,16,319.20,2023-02-18 13:26:54.000,22
2,18,359.70,2023-02-18 13:27:00.000,22
23,16,332.50,2023-02-18 13:27:20.000,22
23,16,333.40,2023-02-19 08:26:59.000,22
12,35,771.20,2023-02-19 08:27:08.000,22
2,18,361.40,2023-02-19 08:27:14.000,22
2,18,359.70,2023-02-19 08:27:18.000,22
2,18,355.10,2023-02-19 08:27:21.000,22
184,14,260.80,2023-02-19 08:27:23.000,22
184,14,264.80,2023-02-19 08:27:25.000,22
4,36,744.70,2023-02-19 08:29:27.000,2
4,32,658.70,2023-02-19 08:29:31.000,2
4,28,579.70,2023-02-19 08:29:52.000,2
4,1,20.70,2023-02-19 08:30:31.000,2
45,40,822.90,2023-02-19 08:30:44.000,2
45,16,321.90,2023-02-19 08:30:49.000,2
6,38,816.30,2023-02-19 08:33:38.000,2
6,40,861.00,2023-02-19 08:33:41.000,2
26,32,712.50,2023-02-19 08:34:34.000,9
26,32,741.40,2023-02-19 08:34:40.000,9
45,32,674.80,2023-02-19 08:35:28.000,9
45,16,339.10,2023-02-19 08:35:33.000,9
22,18,349.70,2023-02-19 11:00:42.000,15
8,18,346.50,2023-02-19 11:00:44.000,15
8,18,355.40,2023-02-19 11:01:12.000,19
8,18,354.80,2023-02-19 11:01:14.000,19
45,32,658.60,2023-02-19 11:01:51.000,2
45,16,330.80,2023-02-19 11:02:01.000,2
35,20,447.40,2023-02-19 11:02:40.000,2
35,20,442.20,2023-02-19 11:02:45.000,2
45,16,322.30,2023-02-19 11:19:28.000,21
45,16,322.30,2023-02-19 11:19:30.000,21
45,16,326.40,2023-02-19 11:19:34.000,21
45,16,324.00,2023-02-19 11:19:42.000,21
45,16,327.30,2023-02-19 11:20:09.000,21
45,16,327.10,2023-02-19 11:20:15.000,21
45,16,326.70,2023-02-19 11:20:19.000,21
3,17,331.70,2023-02-19 11:33:22.000,21
245,30,592.80,2023-02-19 12:30:00.000,145
245,12,237.10,2023-02-19 12:30:06.000,145
2,20,419.80,2023-02-20 07:51:53.000,2
39,20,418.60,2023-02-20 07:52:02.000,2
170,16,327.80,2023-02-20 08:26:07.000,25
12,13,287.50,2023-02-20 08:26:34.000,22
12,13,286.90,2023-02-20 08:26:36.000,22
5,18,282.20,2023-02-20 08:27:15.000,177
5,18,281.00,2023-02-20 08:27:16.000,177
5,39,524.90,2023-02-20 08:35:07.000,30
8,36,702.40,2023-02-20 08:36:34.000,21
8,36,725.40,2023-02-20 08:36:41.000,21
26,32,674.30,2023-02-20 08:37:24.000,9
38,10,184.90,2023-02-20 08:38:23.000,9
290,12,263.80,2023-02-20 08:39:08.000,9
45,16,339.40,2023-02-20 08:39:15.000,9
25,32,659.10,2023-02-20 08:39:23.000,9
165,17,296.60,2023-02-20 08:42:27.000,82
25,18,358.20,2023-02-20 08:42:29.000,82
25,18,353.50,2023-02-20 08:42:31.000,82
291,2,40.90,2023-02-20 09:47:16.000,33
5,16,298.70,2023-02-20 10:31:27.000,1
5,16,298.30,2023-02-20 10:31:31.000,1
5,15,228.70,2023-02-20 10:31:34.000,1
5,15,224.90,2023-02-20 10:31:37.000,1
8,18,371.30,2023-02-20 10:11:50.000,153
165,12,231.40,2023-02-20 10:12:15.000,64
165,13,248.50,2023-02-20 10:12:21.000,64
165,1,19.00,2023-02-20 10:30:02.000,64
164,16,311.20,2023-02-20 11:13:56.000,150
164,16,310.00,2023-02-20 11:13:59.000,150
25,15,291.90,2023-02-20 11:14:40.000,20
5,14,268.60,2023-02-20 11:15:25.000,4
5,14,270.40,2023-02-20 11:15:27.000,4
5,14,273.30,2023-02-20 11:15:28.000,4
164,16,314.30,2023-02-20 12:24:37.000,167
164,16,314.60,2023-02-20 12:24:40.000,167
14,28,595.90,2023-02-20 12:24:45.000,167
5,14,290.40,2023-02-20 12:24:51.000,167
41,1,19.40,2023-02-21 09:15:47.000,32
23,34,659.60,2023-02-21 08:22:07.000,64
165,13,253.00,2023-02-21 08:22:13.000,64
45,16,354.00,2023-02-21 08:24:01.000,9
8,17,330.80,2023-02-21 08:24:45.000,22
164,15,295.20,2023-02-21 08:25:38.000,30
165,14,275.30,2023-02-21 08:25:42.000,30
9,31,692.50,2023-02-21 08:26:29.000,170
11,18,372.10,2023-02-21 08:27:00.000,25
8,36,733.50,2023-02-21 08:27:53.000,15
2,36,775.40,2023-02-21 08:28:46.000,2
2,38,827.10,2023-02-21 08:28:51.000,2
2,18,384.40,2023-02-21 08:28:55.000,2
45,16,330.60,2023-02-21 08:31:45.000,2
